phage,host,phage_name,host_name
MH697591,CP027541,"Mycobacterium phage QueenBeesly, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH697590,CP027541,"Mycobacterium phage Phlegm, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN049605,CP027541,"Mycobacterium virus EricB, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KY083062,CP027541,"Mycobacterium phage Millski, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH000607,CP027541,"Mycobacterium phage RiverMonster, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH000606,CP027541,"Mycobacterium phage Fascinus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX557284,NZ_CP029604,"Gordonia phage Strosahl, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KX557285,NZ_CP029604,"Gordonia phage Terapin, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MK359313,NZ_CP029604,"Gordonia phage Vasanti, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MK359312,CP027541,"Mycobacterium phage Fushigi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359311,CP027541,"Mycobacterium phage SmallFry, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359310,CP027541,"Mycobacterium phage Katalie136, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359317,CP027541,"Mycobacterium phage FrayBell, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359316,CP027541,"Mycobacterium phage Cueylyss, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359315,CP027541,"Mycobacterium phage MisterCuddles, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359314,CP027541,"Mycobacterium phage Ewok, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359319,NZ_CP029604,"Gordonia phage Parada, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MK359318,CP027541,"Mycobacterium phage Specks, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
GQ303259,CP027541,"Mycobacterium phage Colbert, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KJ829260,CP027541,"Mycobacterium phage YungJamal, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_004302,NZ_CM007353,"Bacteriophage r1t integrase, repressor protein (rro), dUTPase, holin and lysin genes, complete cds","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
NC_004303,LS483339,"Streptococcus phage O1205, complete genome","Streptococcus thermophilus strain NCTC12958 genome assembly, chromosome: 1"
NC_004305,NZ_FLYG01000003,"Lactobacillus phage phig1e, complete genome","Lactiplantibacillus pentosus MP-10 isolate Alorena table olives, whole genome shotgun sequence"
NC_001825,NZ_UHFW01000006,"Streptococcus phage Cp-1, complete genome","Streptococcus pneumoniae strain NCTC13734, whole genome shotgun sequence"
MH230878,CP027541,"Mycobacterium phage Oogway, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_029072,NZ_CCKZ01000001,"Salmonella phage 19, complete genome","Salmonella enterica subsp. enterica serovar Paratyphi A, whole genome shotgun sequence"
KX688047,CP027541,"Mycobacterium phage Marcoliusprime, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH910041,QLNP01000098,"Arthrobacter phage Seahorse, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
MH910040,CP027541,"Mycobacterium phage Sauce, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH590587,CP027541,"Mycobacterium phage xkcd, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_016571,CP012831,"Pseudomonas phage OBP, complete genome","Pseudomonas fluorescens strain FW300-N2C3, complete genome"
MH153800,NZ_QTTZ01000001,"Microbacterium phage Camille, complete genome","Microbacterium trichothecenolyticum strain ZKA46 Ga0244590_11, whole genome shotgun sequence"
KT591489,CP027541,"Mycobacterium phage Archie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH153802,CP019892,"Microbacterium phage Gargoyle, complete genome",Microbacterium foliorum strain 122 genome
MH153803,CP019892,"Microbacterium phage Hyperion, complete genome",Microbacterium foliorum strain 122 genome
MH153804,QUAI01000001,"Rhodococcus phage Jace, complete genome","Rhodococcus erythropolis strain ATCC 15903 DVG80_1, whole genome shotgun sequence"
MH153805,CP019892,"Microbacterium phage Martin, complete genome",Microbacterium foliorum strain 122 genome
MH153806,CP019892,"Microbacterium phage Oats, complete genome",Microbacterium foliorum strain 122 genome
MH153807,QUAI01000001,"Rhodococcus phage Peregrin, complete genome","Rhodococcus erythropolis strain ATCC 15903 DVG80_1, whole genome shotgun sequence"
MH153808,NZ_FNLM01000034,"Gordonia phage Petra, complete genome","Gordonia westfalica strain DSM 44215, whole genome shotgun sequence"
MH153809,NZ_CP029604,"Gordonia phage Sitar, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MG944218,CP019892,"Microbacterium phage Pikmin, complete genome",Microbacterium foliorum strain 122 genome
MG944219,CP019892,"Microbacterium phage PuppyEggo, complete genome",Microbacterium foliorum strain 122 genome
KM652553,CP027541,"Mycobacterium phage CaptainTrips, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_002515,NC_002771,"Mycoplasma phage P1, complete genome","Mycoplasma pulmonis UAB CTIP, complete sequence"
MH045554,CP019892,"Microbacterium phage Bandik, complete genome",Microbacterium foliorum strain 122 genome
KM923971,CP027541,"Mycobacterium phage Kratio, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH727561,CP027541,"Mycobacterium phage Serendipitous, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_020880,QMJJ01000001,"Leuconostoc phage P793, complete genome","Leuconostoc pseudomesenteroides strain KMB_610 NODE_1_length_515587_cov_101.157, whole genome shotgun sequence"
NC_025439,NZ_MSEI01000003,"Idiomarinaceae phage 1N2-2, complete genome","Idiomarina sp. 5.13 contig_03, whole genome shotgun sequence"
NC_025438,CP027541,"Mycobacterium phage Soto, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_025433,CP027541,"Mycobacteriophage Taj, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_007021,NZ_CP023560,"Staphylococcus phage Twort, complete genome",Staphylococcus aureus strain NMR08 chromosome
MH651166,NZ_CP029604,"Gordonia phage Angelicage, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH651167,NZ_CP029604,"Gordonia phage Angelique, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KX670828,CP027541,"Mycobacterium phage Todacoro, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH651168,NZ_CP029604,"Gordonia phage Ashertheman, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH651169,CP027541,"Mycobacterium phage Burwell21, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028838,NBTS02000002,"Clostridium phage phiCD506, complete genome","Clostridioides difficile strain FDAARGOS_268 scf7180000000004_quiver_pilon, whole genome shotgun sequence"
NC_029048,NBTS02000002,"Clostridium phage phiCD211, complete genome","Clostridioides difficile strain FDAARGOS_268 scf7180000000004_quiver_pilon, whole genome shotgun sequence"
NC_029044,CP027541,"Mycobacterium phage Breeniome, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_002486,NZ_CP023560,"Staphylococcus prophage phiPV83, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_031226,NZ_CP029604,"Gordonia phage BaxterFox, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_029042,CP029897,"Salmonella phage 38, complete genome","Salmonella enterica subsp. enterica serovar Typhi strain 343077_213147 chromosome, complete genome"
NC_029043,CP027541,"Mycobacterium phage SweetiePie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919530,CP027541,"Mycobacterium phage Sheila, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919531,CP027541,"Mycobacterium phage SnapTap, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919532,CP027541,"Mycobacterium phage Sulley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919534,CP027541,"Mycobacterium phage Superphikiman, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919535,CP027541,"Mycobacterium phage Terminus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919536,CP027541,"Mycobacterium phage TipsytheTRex, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919537,NZ_CP029604,"Gordonia phage Toniann, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MF919538,CP027541,"Mycobacterium phage Updawg, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919539,CP027541,"Mycobacterium phage Virapocalypse, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023577,CP027541,"Mycobacterium phage Obama12, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023574,NZ_CM007353,"Lactococcus phage phiL47, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
NC_023572,CP027541,"Mycobacterium phage MichelleMyBell, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023573,NZ_CP023560,"Staphylococcus phage phiSA012 DNA, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_023571,CP014324,"Oenococcus phage phiS11, complete genome","Oenococcus oeni strain UBOCC-A-315001, complete genome"
JQ911768,CP027541,"Mycobacterium phage Ava3, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023578,CP027541,"Mycobacterium phage Oaker, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023579,NZ_NQJM01000001,"Erwinia phage Ea9-2, complete genome","Erwinia amylovora strain RISTBO01-2 tig00000000, whole genome shotgun sequence"
MK112527,CP027541,"Mycobacterium phage Altwerkus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112526,LC361338,"Arthrobacter phage Aledel, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MH727559,CP027541,"Mycobacterium phage Samty, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH727558,CP027541,"Mycobacterium phage Salacia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_002661,NZ_CP023560,"Staphylococcus phage phiSLT, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_031099,NZ_CP029604,"Gordonia phage Hedwig, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH727553,CP027541,"Mycobacterium phage LittleLaf, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH727552,NZ_CP029604,"Gordonia phage KidneyBean, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH727551,CP027541,"Mycobacterium phage Kalah2, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH727550,CP032788,"Corynebacterium phage Juicebox, complete genome","Corynebacterium xerosis strain GS 1 chromosome, complete genome"
MH727557,CP027541,"Mycobacterium phage Paperbeatsrock, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH727556,CP019892,"Microbacterium phage OneinaGillian, complete genome",Microbacterium foliorum strain 122 genome
MK112529,LC361338,"Arthrobacter phage BigMack, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MK112528,LC361338,"Arthrobacter phage Beethoven, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MH045567,CP019892,"Microbacterium phage Elva, complete genome",Microbacterium foliorum strain 122 genome
MH045566,CP019892,"Microbacterium phage Didgeridoo, complete genome",Microbacterium foliorum strain 122 genome
MH045565,CP019892,"Microbacterium phage Antoinette, complete genome",Microbacterium foliorum strain 122 genome
MH045564,CP019892,"Microbacterium phage TeddyBear, complete genome",Microbacterium foliorum strain 122 genome
NC_022979,CP027541,"Mycobacterium phage Graduation, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH045562,CP019892,"Microbacterium phage Raptor, complete genome",Microbacterium foliorum strain 122 genome
MH045561,CP019892,"Microbacterium phage PaoPu, complete genome",Microbacterium foliorum strain 122 genome
MH045560,CP019892,"Microbacterium phage Nagem, complete genome",Microbacterium foliorum strain 122 genome
NC_022975,CP027541,"Mycobacterium phage HanShotFirst, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_022977,CP027541,"Mycobacterium phage Artemis2UCLA, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_022976,CP027541,"Mycobacterium phage Nala, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH045569,CP027541,"Mycobacterium phage Schiebel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH045568,CP019892,"Microbacterium phage Kieran, complete genome",Microbacterium foliorum strain 122 genome
KX721255,CP027541,"Mycobacterium phage Yucca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX721256,CP027541,"Mycobacterium phage Erdmann, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024392,CP027029,"Listeria phage LP-114, complete genome",Listeria monocytogenes strain Lm16 chromosome
NC_003524,CP019576,"Clostridium phage phi3626, complete genome",Clostridium perfringens strain Del1 genome
NC_021297,CP027541,"Mycobacterium phage PattyP, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021299,CP027541,"Mycobacterium phage PegLeg, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021298,NZ_CM001889,"Streptomyces phage Lika, complete genome","Streptomyces lividans 1326 chromosome, whole genome shotgun sequence"
NC_030943,NZ_CP029604,"Gordonia phage Blueberry, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_030942,NZ_CP029604,"Gordonia phage BritBrat, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_030941,NZ_CP029604,"Gordonia phage Cozz, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_030945,NZ_ALPT02000001,"Bacillus phage BalMu-1 copy 1, complete genome","Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604 strain AV1934 contig00001, whole genome shotgun sequence"
